norm 2.00413721688 44780.0784092 44780.0784092
pow1 1.11156982308 2862.68483275 2862.68483275
break1 9678.174351 11217287.4885 11217287.4885
pow2 -3.03971723318 7.6950746938 7.6950746938
break2 59982.3639223 16025.7147429 16025.7147429
pow3 1.92571987098 0.822259875282 0.822259875282
norm1 0.168000085003 563.574244457 563.574244457
ts_1 2259.16023157 14612221.682 14612221.682
t1_1 0.240074974561 6498.2635906 6498.2635906
t2_1 4112.57775934 32272.3909947 32272.3909947
norm2 0.0348457310949 0.272929839105 0.272929839105
ts_2 4431.25324689 15174.4254174 15174.4254174
t1_2 4682.31911211 76987.5019279 76987.5019279
t2_2 11583.4808482 26321.7525933 26321.7525933
Chisq 35.2312779532
dof 25
