norm 19.7200005194 11.7879377532 11.7879377532
pow1 0.379834309354 0.0859791765584 0.0859791765584
break1 5543.14085007 1260.76197327 1260.76197327
pow2 1.12597872017 0.0218762981843 0.0218762981843
norm1 587.184622141 260.945012321 260.945012321
ts_1 107.163954955 52.7877952406 52.7877952406
t1_1 9.96231421989 26.9307119737 26.9307119737
t2_1 35.3502666478 2.22291248384 2.22291248384
norm2 0.101020656599 129880.735876 129880.735876
ts_2 7100.96274588 46650405300.8 46650405300.8
t1_2 1.03440839976e-09 0.00708061180793 0.00708061180793
t2_2 36284.4596052 6944.21474602 6944.21474602
Chisq 590.236220989
dof 312
