norm 794203.050453 508043.083636 508043.083636
pow1 2.37058037609 0.146863077679 0.146863077679
break1 877.914700335 192.087819513 192.087819513
pow2 0.656600140024 0.0649024808281 0.0649024808281
norm1 0.0207441648922 0.00841821869367 0.00841821869367
ts_1 11324.084396 1419.87239932 1419.87239932
t1_1 502.27471207 2176.1745048 2176.1745048
t2_1 6973.64662751 5682.48648118 5682.48648118
norm2 -4.00361576394 3.75579688184 3.75579688184
ts_2 97.5395987378 0.319826514096 0.319826514096
t1_2 0.00313152340046 0.576809187181 0.576809187181
t2_2 119.86353229 18.9529855557 18.9529855557
Chisq 34.2377444351
dof 20
