norm 0.5113616391429007 4.756794360201745 4.756794360201745
pow1 0.014512135656136111 1.0865569781037328 1.0865569781037328
break1 279.3756091810304 2624.765399858171 2624.765399858171
pow2 -1.5080932308230277 nan nan
break2 385.6123799239961 nan nan
pow3 0.16225362096543763 0.8087761266236683 0.8087761266236683
break3 5366.043151548189 7115.250740252011 7115.250740252011
pow4 1.4474201047751096 0.2886473712861321 0.2886473712861321
norm1 83.321253284773 nan nan
ts_1 46.38133412018315 nan nan
t1_1 99.66350517338059 nan nan
t2_1 30.084955912197785 65.42047034441475 65.42047034441475
norm2 190.71664648696304 237.19263241565693 237.19263241565693
ts_2 103.47544434607892 31.517876936930985 31.517876936930985
t1_2 114.97251786652453 334.9696804755157 334.9696804755157
t2_2 10.891317199001351 15.04569812769408 15.04569812769408
norm3 85.88028551714004 nan nan
ts_3 77.06133915063124 364.47493850912235 364.47493850912235
t1_3 130.60000270972486 1479.7573624275951 1479.7573624275951
t2_3 20.26276151615659 nan nan
norm4 46.61717255610728 nan nan
ts_4 71.49176796097049 nan nan
t1_4 106.9312999433884 2615.691084056233 2615.691084056233
t2_4 22.11652548836447 261.73665179207507 261.73665179207507
norm5 13.126227140268211 406.247544041841 406.247544041841
ts_5 74.6806415816019 nan nan
t1_5 76.5794377329804 927.8528372311815 927.8528372311815
t2_5 23.946175086011426 nan nan
Chisq 1271.7914635608013
dof 146
