norm 1067.40695051 417.402145342 417.402145342
pow1 0.982924963733 0.0745864156095 0.0745864156095
break1 5625.73835286 55143.8721766 55143.8721766
pow2 0.885334932067 0.213273453685 0.213273453685
norm1 75.5083896321 1.6677205523 1.6677205523
ts_1 -50.5558285079 126.282019177 126.282019177
t1_1 15828.9171334 7584.8222854 7584.8222854
t2_1 38.5686167338 5.81547153335 5.81547153335
norm2 0.290300488883 29849.3459093 29849.3459093
ts_2 2471.44525461 3363479121.99 3363479121.99
t1_2 0.00701085791488 9368.77860202 9368.77860202
t2_2 32521.2190144 9962.52969734 9962.52969734
Chisq 3363.42060631
dof 650
