norm 0.411180638997 1.23059599468 1.23059599468
pow1 0.11085101194 0.457579789022 0.457579789022
break1 4551.66986835 1504.08711924 1504.08711924
pow2 1.29532136668 0.218067528974 0.218067528974
norm1 0.044136998652 0.152159963246 0.152159963246
ts_1 1562.30775276 67885.7207174 67885.7207174
t1_1 1083.37464413 46917.4507246 46917.4507246
t2_1 4981.50022828 12287.4032389 12287.4032389
norm2 6.19002453867 1.53103059121 1.53103059121
ts_2 140.77158399 15.4056883886 15.4056883886
t1_2 29.9853741582 53.8190873832 53.8190873832
t2_2 39.5831386605 13.1962737223 13.1962737223
Chisq 79.7648559752
dof 36
